"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"8669",-118.39,33.82,30,3433,918,1526,828,4.5817,13.1223653774023
"8670",-118.43,33.82,34,2112,614,946,574,4.6048,13.1223653774023
"8671",-118.37,33.82,32,2815,607,1338,609,4.5687,12.8510794507622
"8672",-118.38,33.82,35,3053,623,1311,589,5.1589,12.9927101691775
"8674",-118.38,33.83,35,2152,454,902,414,4.5179,12.9650075666281
"8676",-118.32,33.87,28,3763,762,1967,724,5.3244,12.5131896306206
"8678",-118.32,33.88,34,1803,341,947,333,5.5538,12.5436157371529
"8679",-118.32,33.88,37,1402,254,722,251,6.4781,12.502466658584
"8680",-118.33,33.88,30,1856,444,899,435,3.1505,12.5061772379805
"8681",-118.33,33.88,36,1271,346,811,345,3.2417,12.5542616858186
"8682",-118.33,33.87,44,724,133,373,133,3.9167,12.4897466965844
"8683",-118.34,33.87,28,4605,1188,2558,1093,3.6988,12.4935046867267
"8686",-118.31,33.86,29,2243,361,1051,352,6.6632,12.6921956566558
"8687",-118.32,33.86,32,3485,678,1715,649,4.6563,12.5834811558558
"8688",-118.32,33.87,35,2380,404,1212,422,5.6254,12.5560250437081
"8690",-118.33,33.87,36,2219,406,1219,403,4.2614,12.4953783990981
"8691",-118.33,33.87,35,743,128,385,137,6.4891,12.5357360402221
"8693",-118.33,33.86,38,914,176,519,174,6.0335,12.4505862225806
"8695",-118.33,33.86,38,1059,218,561,205,4,12.4236004580587
"8698",-118.34,33.87,28,2948,566,1445,524,5.3743,12.5654938151369
"8700",-118.35,33.87,34,2823,500,1429,483,5.5,12.5411152893418
"8702",-118.35,33.86,28,2075,463,1216,446,3.9732,12.5478877265619
"8703",-118.35,33.86,24,2139,481,971,418,4.3859,12.510980498647
"8705",-118.33,33.84,36,1364,251,668,245,5.3131,12.6574666855267
"8706",-118.34,33.84,36,1407,231,676,231,5.269,12.7125889977081
"8707",-118.34,33.83,34,1761,329,965,329,5.399,12.7896839390218
"8708",-118.34,33.83,35,1818,353,853,321,5.8972,12.7682565615713
"8709",-118.36,33.86,37,1249,218,583,214,5.7422,12.7089668989699
"8710",-118.35,33.85,34,1770,291,916,289,5,12.7776170043309
"8712",-118.36,33.85,36,1390,230,683,219,4.8906,12.7200931601927
"8713",-118.36,33.86,36,681,122,360,128,5.2799,12.714695845741
"8714",-118.37,33.85,34,2415,404,1278,414,6.1599,12.7402240945997
"8715",-118.36,33.85,34,1086,197,509,158,6.1133,12.7636864307949
"8716",-118.37,33.85,25,5622,998,2537,1009,5.785,12.8874002492848
"8717",-118.35,33.84,22,13133,3680,7180,3522,3.5414,12.7790276407617
"8718",-118.36,33.84,22,11016,3170,6664,2838,3.703,12.7974639171357
"8719",-118.37,33.85,29,3662,586,1626,611,6.3974,12.9239124386805
"8720",-118.37,33.84,27,3245,605,1572,556,5.3773,12.8452914840646
"8722",-118.36,33.83,36,1660,300,943,300,5.1984,12.7759216097456
"8723",-118.36,33.84,35,1577,279,743,274,5.7654,12.7454857261481
"8726",-118.36,33.83,35,2828,487,1439,490,5.6013,12.7662596988339
"8727",-118.37,33.83,35,1207,207,601,213,4.7308,12.7753558388677
"8730",-118.32,33.85,42,3146,770,1859,740,3.5073,12.3664893669361
"8731",-118.31,33.84,52,1819,464,1068,424,3.625,12.5087664756024
"8737",-118.32,33.83,19,3792,790,2105,834,5.2363,12.6443275764613
"8738",-118.31,33.82,39,2198,425,1160,436,4.1406,12.6875724399143
"8739",-118.31,33.82,26,2345,408,1195,377,5.4925,12.7985704179402
"8741",-118.31,33.81,30,1773,356,905,352,4.3056,12.7248664389453
"8742",-118.32,33.82,25,2587,512,1219,509,4.4271,12.853437633435
"8744",-118.32,33.81,28,2142,445,1140,422,4.8438,12.7547719217242
"8748",-118.35,33.82,28,7591,1710,3420,1635,4.0708,12.7035090321771
"8750",-118.37,33.82,39,2794,444,1319,441,5.878,12.8682450217907
"8753",-118.36,33.82,36,1083,187,522,187,5.7765,12.7352292259809
"8755",-118.36,33.82,28,67,15,49,11,6.1359,12.7068479334427
"8758",-118.37,33.81,36,2031,339,817,337,5.1271,13.0352792704972
"8759",-118.38,33.81,33,2349,407,954,373,6.4956,13.0890133977228
"8760",-118.38,33.81,20,1975,306,703,292,8.5491,12.9246438784303
"8761",-118.44,33.81,33,3994,990,1647,931,5.0106,13.1223653774023
"8763",-118.36,33.81,34,2211,502,1113,488,4.7026,12.784930679688
"8764",-118.37,33.81,33,5057,790,2021,748,6.8553,13.0861142447292
"8765",-118.37,33.81,36,1283,209,563,209,6.9296,13.1223653774023
"8766",-118.38,33.81,41,1889,301,802,278,6.015,13.099094750465
"8767",-118.38,33.81,39,2400,373,877,372,5.7361,13.1223653774023
"8768",-118.39,33.81,35,1008,165,391,167,3.7778,13.09704556942
"8772",-118.34,33.8,34,1730,427,1008,393,3.9408,12.6998538346869
"8774",-118.35,33.8,32,1434,296,672,285,4.875,12.6497964657554
"8775",-118.35,33.8,19,6224,1105,3152,1076,5.9541,13.1223653774023
"8776",-118.31,33.8,29,2795,572,1469,557,3.7167,12.6407728789067
"8779",-118.31,33.8,31,4464,991,2420,947,4.0425,12.5350166157306
"8780",-118.32,33.8,39,1415,298,729,278,3.1648,12.4081968296203
"8782",-118.32,33.79,32,2381,467,1264,488,4.1477,12.6606453277454
"8784",-118.31,33.79,38,1601,352,711,304,3.3958,12.4292161968444
"8787",-118.34,33.78,25,11016,1626,4168,1584,8.1782,13.1223653774023
"8788",-118.36,33.79,34,5166,704,2071,668,8.3609,13.1223653774023
"8789",-118.37,33.79,36,1596,234,654,223,8.2064,13.1223653774023
"8793",-118.45,33.8,31,4803,575,1490,577,11.9993,13.1223653774023
"8795",-118.4,33.78,24,4787,562,1653,548,12.9758,13.1223653774023
"8796",-118.44,33.79,27,2141,260,635,240,11.6648,13.1223653774023
"8797",-118.41,33.77,22,7554,991,2808,946,10.06,13.1223653774023
"8798",-118.46,33.77,28,3065,406,1101,391,10.5536,13.1223653774023
"8799",-118.42,33.78,36,2093,303,802,300,8.0957,13.1223653774023
"8800",-118.37,33.77,26,6339,876,2540,880,10.1447,13.1223653774023
"8802",-118.38,33.77,17,10950,2207,4713,2043,6.3064,12.9439541574303
"8803",-118.38,33.79,32,10445,1620,4474,1576,7.7042,13.1223653774023
"8804",-118.4,33.78,26,5005,776,2357,790,8.5421,13.1223653774023
"8805",-118.42,33.75,22,17591,2604,6897,2492,8.2831,13.1223653774023
"8807",-118.35,33.74,25,8272,1132,3392,1132,10.0973,13.1223653774023
"8810",-118.41,33.75,4,311,51,128,46,9.8091,13.1223653774023
"8812",-118.31,33.76,26,4486,709,1873,719,6.5704,12.9353106462345
"8813",-118.31,33.75,36,2715,474,1303,457,4.6042,12.7863310440115
"8816",-118.32,33.75,33,2996,398,1048,387,9.267,13.1223653774023
"8821",-118.35,34.09,35,1989,634,1108,593,1.6081,12.5738358864543
"8822",-118.35,34.09,35,2705,785,1526,793,3.0349,12.4938797101701
"8823",-118.35,34.09,35,2234,689,1334,662,2.5444,12.3720107230736
"8824",-118.36,34.09,34,2832,883,1594,843,1.7558,12.6523597481586
"8829",-118.36,34.09,36,1390,458,874,468,2.5812,12.2060726455302
"8830",-118.36,34.09,28,1111,300,526,294,2.6136,12.8565732513686
"8831",-118.37,34.09,38,1349,344,547,309,3.2159,12.8565732513686
"8833",-118.37,34.09,33,3180,865,1347,841,4.0651,13.1223653774023
"8837",-118.37,34.08,28,4376,1202,1847,1128,2.6713,12.6523597481586
"8838",-118.38,34.08,52,1479,360,652,346,2.945,12.9747910129372
"8842",-118.38,34.09,24,8264,2437,3148,2274,3.5659,12.5471769944779
"8843",-118.38,34.09,28,4001,1352,1799,1220,2.5784,12.5168607066964
"8844",-118.39,34.09,27,4312,1214,1634,1097,3.6207,12.8007797532769
"8845",-118.39,34.09,28,2347,608,785,548,4.4167,12.9598444479066
"8846",-118.39,34.08,28,833,230,349,210,3.067,12.8346813049525
"8850",-118.4,34.08,52,3815,439,1266,413,15.0001,13.1223653774023
"8852",-118.42,34.09,40,3552,392,1024,370,15.0001,13.1223653774023
"8853",-118.42,34.08,48,2413,261,770,248,15.0001,13.1223653774023
"8854",-118.41,34.07,52,3562,394,1163,361,15.0001,13.1223653774023
"8855",-118.41,34.07,52,1202,142,408,138,15.0001,13.1223653774023
"8856",-118.38,34.07,48,2799,596,1235,561,4.4896,13.1223653774023
"8861",-118.37,34.06,36,1661,395,690,365,3.3438,13.1223653774023
"8863",-118.39,34.06,52,1213,194,503,194,8.0095,13.1223653774023
"8866",-118.39,34.06,37,2975,705,1291,654,5.3316,13.1223653774023
"8867",-118.39,34.06,39,3299,831,1649,759,3.3295,13.1223653774023
"8868",-118.4,34.06,37,3781,873,1725,838,4.1455,13.1223653774023
"8869",-118.4,34.06,47,3652,967,1438,887,3.6964,13.1223653774023
"8871",-118.4,34.06,52,2501,362,748,349,6.6343,13.1223653774023
"8874",-118.41,34.07,47,2979,626,1076,571,3.9904,13.1223653774023
"8875",-118.45,34.06,52,204,34,1154,28,9.337,13.1223653774023
"8876",-118.49,34.05,52,2416,291,810,270,13.8556,13.1223653774023
"8877",-118.49,34.04,50,2597,340,964,339,13.3036,13.1223653774023
"8878",-118.49,34.04,48,2381,345,859,306,8.0257,13.1223653774023
"8880",-118.5,34.04,52,2233,317,769,277,8.3839,13.1223653774023
"8881",-118.49,34.04,31,4066,951,1532,868,4.8125,13.1223653774023
"8883",-118.51,34.04,40,1382,167,483,178,11.7045,13.1223653774023
"8886",-118.5,34.03,44,2146,394,851,355,6.48,13.1223653774023
"8887",-118.51,34.03,37,4072,905,1468,923,3.8571,13.1223653774023
"8889",-118.49,34.03,31,4949,1293,1985,1244,4.252,12.9870017394737
"8891",-118.5,34.02,28,5109,1482,2313,1451,3.3266,13.0883928578332
"8892",-118.5,34.02,24,2924,1013,1492,943,2.775,12.5834811558558
"8894",-118.52,34.01,25,2757,738,1014,633,3.1433,13.1223653774023
"8896",-118.49,34.03,31,3155,808,1208,745,3.6769,13.0170028617465
"8898",-118.48,34.03,32,1793,476,1143,448,2.8981,12.7759216097456
"8900",-118.49,34.02,29,2709,799,1238,793,3.1563,12.7068479334427
"8901",-118.48,34.04,47,1956,277,724,277,8.9616,13.1223653774023
"8902",-118.48,34.04,49,3780,741,1435,690,4.3158,13.1223653774023
"8904",-118.48,34.04,36,2539,535,979,500,3.6667,13.1223653774023
"8905",-118.47,34.04,32,2909,748,1310,706,4.516,12.7656884334656
"8908",-118.47,34.03,29,3287,882,1523,823,3.7381,12.5797030301183
"8909",-118.47,34.03,31,2642,681,1303,625,3.5987,12.7381704045717
"8911",-118.48,34.02,22,1249,483,1106,481,2.5261,12.8346813049525
"8915",-118.46,34.03,39,1244,283,886,284,3.125,12.6915804613119
"8917",-118.46,34.02,29,2329,833,1953,800,2.6639,12.3600804580095
"8918",-118.47,34.02,38,2163,651,1759,584,2.3382,12.6031695039678
"8919",-118.48,34.02,11,72,16,150,20,2.625,12.4292161968444
"8921",-118.48,34.02,30,2027,609,1425,562,2.2917,12.7092692421317
"8923",-118.49,34.02,28,1394,582,716,543,1.5132,13.0170028617465
"8925",-118.51,34,52,1241,502,679,459,2.3098,13.1223653774023
"8926",-118.48,34.01,31,2851,804,1410,782,4.0893,12.8518661297066
"8928",-118.48,34.01,30,3078,954,1561,901,3.4852,12.9598444479066
"8929",-118.49,34,32,3407,1071,1463,986,3.0369,13.1223653774023
"8930",-118.48,34.01,31,1829,458,719,392,4.4,12.7764870607078
"8932",-118.47,34,42,1271,301,574,312,3.1304,12.7381704045717
"8934",-118.48,34,29,1727,479,741,431,3.6121,13.1223633774043
"8936",-118.5,33.99,22,3484,975,1268,952,3.2609,13.1223653774023
"8937",-118.47,34.02,41,2136,549,986,557,2.7254,13.0044803367476
"8938",-118.47,34.01,44,2175,475,1019,448,4.793,13.0621886543683
"8943",-118.46,34.01,46,1379,239,688,269,6.8901,13.1223653774023
"8946",-118.47,34.01,27,1782,471,837,422,3.7727,12.9312028719432
"8947",-118.45,34.02,41,2956,700,1212,645,3.4583,12.9525235981124
"8948",-118.45,34.02,45,1230,201,565,219,6.3521,13.1090754830774
"8949",-118.46,34.02,45,3803,970,1690,871,3.0476,13.0306865888324
"8951",-118.46,34.02,39,3599,776,1569,763,5.2571,12.912629513
"8954",-118.38,34.02,45,2098,486,1343,481,3.9615,12.5009785630713
"8955",-118.39,34.02,38,2447,636,1312,574,3.5909,12.540399725805
"8961",-118.4,34.01,44,1494,262,618,266,5.4035,12.7835283515939
"8962",-118.4,34.02,40,593,137,371,132,4.6932,12.7152969879292
"8963",-118.39,34,40,1565,269,826,268,5.2035,13.0933464283338
"8964",-118.39,33.99,32,2612,418,1030,402,6.603,12.8190937816108
"8965",-118.39,33.99,43,612,135,402,142,5.1322,12.6600104070891
"8968",-118.4,34,37,1534,258,751,259,5.444,12.7248664389453
"8969",-118.4,33.99,36,1280,240,704,217,5.9632,12.7010737189492
"8970",-118.4,33.99,36,1225,213,591,227,5.4663,12.6967975975892
"8972",-118.4,34.01,48,1427,253,693,268,5.7405,12.7702494447932
"8973",-118.41,34.01,44,2010,394,961,365,4.5982,12.7173981443378
"8974",-118.41,34,37,1426,259,689,261,5.5284,12.7098736543592
"8975",-118.41,34.01,26,2503,449,1218,426,5.3683,13.1223653774023
"8976",-118.41,34.01,43,2000,529,1290,514,4.7031,12.619836556453
"8977",-118.41,34.01,33,3306,974,2475,924,2.8797,12.5612965372016
"8978",-118.42,34.01,42,1700,438,997,436,2.9213,12.6280670555895
"8980",-118.42,34,45,1807,355,883,371,5.0357,12.7062416891076
"8981",-118.41,34,46,105,20,69,19,3.9643,12.5245263766487
"8982",-118.42,34,33,1139,299,734,257,3.2708,12.6915804613119
"8984",-118.43,33.99,45,2092,451,1190,429,3.8021,12.6854076022048
"8985",-118.44,33.99,44,305,72,156,70,5.9641,12.5245263766487
"8987",-118.38,33.99,21,11308,3039,5127,2839,4.6277,12.3384158325179
"8988",-118.37,33.99,32,4018,564,1400,568,8.6718,12.9924824565498
"8990",-118.37,33.99,36,3228,543,1305,520,5.1695,12.8916915596693
"8991",-118.38,33.98,25,7105,1012,2519,1004,6.8112,13.1223653774023
"8992",-118.35,34,30,1879,226,740,266,6.431,13.1072497395943
"8993",-118.35,34,46,3402,503,1389,504,5.3462,12.5076576231509
"8996",-118.36,33.99,45,2005,368,909,364,4.6406,12.502094842257
"8998",-118.34,34,44,3183,513,1183,473,5.0407,12.6600104070891
"9000",-118.33,34,52,1114,169,486,176,4.2917,12.4195698197926
"9002",-118.34,33.99,47,1107,199,437,178,3.7344,12.0973732286068
"9006",-118.58,34.12,42,718,140,324,131,6.4018,13.1223653774023
"9009",-118.6,34.08,40,866,181,399,176,6.91,12.8479265317026
"9011",-118.69,34.08,23,204,40,117,41,9.7646,13.1223653774023
"9012",-118.66,34.1,12,2560,365,907,366,10.076,13.1223653774023
"9013",-118.63,34.11,35,3795,690,1521,653,5.8735,13.0127717007742
"9014",-118.67,34.16,17,16544,2206,6214,2118,9.1228,13.1223653774023
"9015",-118.68,34.08,18,102,17,55,21,3.9934,13.1223653774023
"9016",-118.68,34.13,9,11251,1594,3029,1227,6.7273,13.1223653774023
"9017",-118.76,34.13,10,4355,716,2030,674,6.5571,13.1223653774023
"9019",-118.72,34.14,7,23866,4407,9873,4012,5.4032,12.6713777539944
"9020",-118.78,34.16,9,30405,4093,12873,3931,8.0137,12.8972178234194
"9022",-118.75,34.17,16,2950,387,1228,379,5.3749,12.7544830296234
"9023",-118.84,34.11,12,7508,1058,2484,965,5.8788,13.1223653774023
"9024",-118.82,34.14,22,11668,1730,4054,1671,6.9935,12.8622964719855
"9025",-118.79,34.14,7,3003,504,1143,466,5.8548,13.1223653774023
"9026",-118.74,34.05,19,3487,686,2782,584,7.9184,13.1223653774023
"9027",-118.86,34.07,16,1409,244,970,172,8.0144,13.1223653774023
"9028",-118.88,34.02,19,15990,2611,5175,2173,7.7848,13.1223653774023
"9029",-118.85,34.04,21,3837,578,1509,509,8.4476,13.1223653774023
"9030",-118.78,34.05,28,1343,215,487,199,6.83,13.1223653774023
"9032",-118.6,34.02,36,2043,467,606,326,8.4331,13.1223653774023
"9033",-118.62,34.06,25,3546,584,1530,601,7.4001,13.1223653774023
"9034",-118.66,34.02,23,8798,1465,2750,1208,8.7364,13.1223653774023
"9036",-117.84,34.63,5,6739,1251,4614,1266,4.002,11.65355659471
"9037",-117.78,34.58,6,10263,1864,6163,1781,3.8803,11.6952470217642
"9038",-117.96,34.71,32,3511,646,1733,510,3.46,11.7272300676172
"9040",-118.06,34.71,14,2606,514,1228,512,2.5764,11.9183905730784
"9043",-118.12,34.69,17,2479,390,1219,363,4.6417,11.7416533945783
"9044",-118.12,34.68,12,5319,875,2439,779,4.6629,11.7867621306
"9047",-118.1,34.65,33,873,177,425,142,2.67,12.1415341243926
"9048",-118.09,34.71,5,5807,1182,2602,1007,2.4012,11.9791720453383
"9049",-118.1,34.7,5,10356,1647,4562,1427,4.9806,11.8572241378409
"9050",-118.09,34.7,6,4558,804,1543,563,2.8548,11.8386256046095
"9052",-118.12,34.71,26,4230,823,2789,793,2.5179,11.5521461781235
"9053",-118.12,34.71,46,40,10,14,7,1.125,12.3238556811866
"9054",-118.12,34.7,7,4915,885,2833,874,4.3229,11.7752897294377
"9055",-118.13,34.7,34,1943,500,1078,446,1.1296,11.4489201349943
"9056",-118.13,34.69,32,3670,765,1986,673,3.682,11.597266613404
"9057",-118.12,34.69,27,3019,501,1580,523,3.7804,11.6395581159036
"9060",-118.14,34.68,33,2815,485,1447,489,4.2679,11.6919081204987
"9061",-118.14,34.68,25,1703,342,775,309,4.5455,11.7479975871497
"9062",-118.16,34.68,17,2994,832,1571,695,2.5902,11.3551013797767
"9064",-118.16,34.68,9,4303,900,2240,861,3.7807,11.6163841733385
"9065",-118.15,34.67,5,12317,2953,6291,2654,3.5732,11.897507362162
"9066",-118.14,34.65,20,1257,201,551,186,4.6591,12.4179530045657
"9067",-118.14,34.72,15,2181,361,1057,300,4.625,11.6792870021855
"9069",-118.15,34.71,36,1338,250,709,250,3.5625,11.5268283701392
"9070",-118.14,34.71,33,2347,461,1482,374,2.8194,11.4403547721354
"9072",-118.15,34.71,35,1503,309,842,300,2.5278,11.4896568380309
"9073",-118.14,34.7,36,1205,317,678,290,2.0182,11.4967960830403
"9075",-118.15,34.7,36,2696,454,1192,452,3.9615,11.6639283385068
"9077",-118.16,34.69,35,3114,583,1974,545,3.9028,11.7503663209853
"9078",-118.14,34.69,34,1439,327,708,298,3.2699,11.5129254649702
"9082",-118.2,34.69,5,9076,1503,7694,1278,4.875,12.003956461408
"9083",-118.17,34.69,12,4881,803,2188,724,4.1667,12.0546681913709
"9085",-118.19,34.67,8,11275,1822,5731,1692,5.0285,12.0311238430656
"9088",-118.17,34.66,9,1561,253,731,233,5.7049,12.0622022751105
"9089",-118.22,34.67,28,2357,408,1162,384,4.3636,12.0990440727717
"9090",-118.23,34.66,25,2627,387,1059,338,3.6382,11.8364571903157
"9091",-118.22,34.66,17,3810,662,1867,586,4.9,11.9342639222347
"9092",-118.21,34.65,17,4001,814,2313,756,3.0441,11.8501117323251
"9094",-118.27,34.68,19,552,129,314,106,3.2125,12.1302709321139
"9095",-118.29,34.65,18,6893,1372,2837,1221,3.3173,12.2940835228529
"9096",-118.32,34.62,31,1398,273,884,299,4.8409,12.4871076752602
"9097",-118.38,34.58,18,1859,375,913,372,4.3456,11.9110302186721
"9098",-118.61,34.73,25,3080,587,1558,510,5.0839,11.9620884283441
"9099",-118.4,34.7,10,4122,814,2164,710,4.2941,11.9290007521904
"9100",-117.92,34.63,34,81,26,53,14,1.4091,11.8313791960888
"9101",-117.92,34.59,7,681,125,485,104,2.7396,11.7408575330162
"9102",-117.93,34.57,5,5613,1060,3569,999,3.1946,11.7958462203203
"9103",-117.9,34.53,8,3484,647,2169,619,3.9766,11.8189384941067
"9104",-117.96,34.53,10,2907,559,1681,531,3.8594,11.8565151693603
"9109",-118.17,34.61,7,2465,336,978,332,7.1381,12.5851937782987
"9113",-118.16,34.6,5,7294,1139,3123,930,4.9904,11.9453570213082
"9114",-118.21,34.56,12,2472,408,1048,380,4.7097,12.4764813893115
"9116",-118.21,34.64,16,2573,427,1273,426,5.9508,12.1068046438715
"9118",-118.13,34.58,29,2370,475,1746,483,3.7464,11.6395581159036
"9119",-118.14,34.57,6,9882,1892,4892,1621,3.7636,12.0293354670301
"9122",-118.1,34.58,29,2843,603,1517,573,2.6658,11.5796490970131
"9123",-118.1,34.57,7,20377,4335,11973,3933,3.3086,11.8357333393974
"9125",-118.08,34.58,5,1113,186,631,168,4.1719,11.8954630684347
"9126",-118.07,34.58,34,3416,601,1929,567,4.0147,11.5843154610569
"9128",-118.08,34.58,12,3851,857,2169,811,3.0101,11.6639283385068
"9129",-118.07,34.56,5,10264,1821,5871,1790,4.2329,11.8879313655937
"9132",-118.02,34.57,4,10655,1706,5391,1529,5.083,11.9270198997764
"9133",-118.01,34.55,2,2701,530,1368,430,4.071,11.8306516587704
"9137",-118.4,34.41,22,4443,560,1573,496,10.0285,13.1223653774023
"9138",-118.35,34.52,14,3490,592,1710,580,5.9171,12.7167982642958
"9140",-118.26,34.5,6,5813,908,2275,790,4.7778,12.7378766756814
"9142",-118.13,34.44,10,2726,465,1773,459,4.8295,12.6732598122663
"9144",-117.96,34.48,32,1896,342,806,299,4.5769,11.9791720453383
"9146",-118.46,34.4,12,25957,4798,10475,4490,4.542,12.1822921168648
"9148",-118.5,34.52,3,6577,1056,3032,1004,5.9263,12.4363904005924
"9149",-118.48,34.47,36,84,12,29,17,3.375,12.1415341243926
"9152",-118.53,34.44,19,3013,507,1356,484,5.1163,12.3596517334585
"9154",-118.53,34.44,19,1285,195,650,193,6.0398,12.291332489481
"9162",-118.49,34.42,23,4166,756,2082,743,4.4107,12.2709236178498
"9163",-118.48,34.42,21,1375,259,728,258,5.0166,12.3414772825364
"9166",-118.43,34.42,13,3600,580,1799,576,6.2971,12.293625542538
"9167",-118.43,34.43,5,21113,4386,9842,3886,4.2037,12.178701448734
"9168",-118.55,34.44,14,15348,2366,7087,2169,6.3277,12.3787646533483
"9169",-118.56,34.42,2,966,270,233,169,1.9667,13.0170028617465
"9170",-118.61,34.59,5,4028,896,2062,826,4.0579,12.0263477145835
"9171",-118.7,34.53,5,14275,2474,7158,2311,5.4284,12.372857463175
"9173",-118.59,34.47,5,538,98,8733,105,4.2391,11.9485964151355
"9175",-118.52,34.39,21,5477,1275,3384,1222,3.6625,12.3375394082725
"9178",-118.52,34.4,5,7748,1557,4768,1393,5.305,12.6481910712864
"9182",-118.55,34.37,21,7010,1063,3331,1038,6.776,12.5357360402221
"9183",-118.56,34.37,23,3927,728,1984,707,4.8536,12.2189888707967
"9186",-118.56,34.41,4,17313,3224,6902,2707,5.6798,12.6788848270979
"9189",-117.86,34.24,52,803,267,628,225,4.1932,9.61573881119536
"9190",-118.12,34.23,52,433,69,147,53,3.9583,11.9984332807519
"9193",-118.29,34.36,34,503,99,275,68,4.5491,12.8346813049525
"9194",-119.53,37.34,26,4047,702,571,199,2.3482,12.0979304869105
"9196",-119.56,37.29,14,2391,451,798,308,3.0924,11.6492030832628
"9199",-119.59,37.39,19,3273,611,1164,481,3.5446,11.5759002641316
"9200",-119.66,37.39,10,2106,410,1003,397,2.7813,11.7288429711927
"9202",-119.72,37.38,16,2131,424,989,369,2.6071,11.5492573942176
"9203",-119.65,37.32,11,2161,448,820,405,2.3565,11.7142323216753
"9205",-119.6,37.29,13,1722,325,712,269,2.625,11.8313791960888
"9206",-119.62,37.33,7,3389,621,1268,474,3.0224,11.9036152874962
"9207",-119.91,37.23,17,2171,389,1042,375,3.625,11.4552963521336
"9208",-119.85,37.1,8,828,168,413,146,3.375,11.298493854258
"9210",-119.77,37.19,8,5212,872,2383,857,4.1099,11.6404387852692
"9213",-120.35,37.04,37,1495,292,858,275,2.9306,10.7428972400743
"9216",-120.27,37.11,18,1277,234,674,238,2.6694,11.2371719633837
"9217",-120.25,37.11,20,2062,466,1285,456,1.5319,10.8297286152635
"9218",-120.26,37.11,33,1097,254,627,253,1.2794,10.8336811895793
"9219",-120.27,37.12,42,1142,236,597,210,1.7279,10.864751650053
"9220",-120.27,37.12,36,1219,258,639,245,1.9464,10.9508065468167
"9222",-120.26,37.13,33,1239,250,648,227,2.0278,10.9818971338867
"9224",-120.29,36.88,34,1391,297,943,281,2.4219,11.3373808924553
"9225",-120.06,36.95,24,646,134,454,149,2.125,11.0332754586727
"9226",-120.06,36.94,19,901,183,700,190,2.2375,11.0713149102257
"9227",-120.04,36.93,11,3606,699,2074,644,2.6941,11.0556406081323
"9228",-120.05,36.95,18,2287,534,1339,505,2.2527,11.0852147479147
"9230",-120.16,36.96,18,508,104,393,114,3,11.9595325164096
"9231",-120.11,36.96,17,3344,570,1624,536,3.8952,11.4647850896423
"9232",-120.08,37.06,18,402,76,213,71,1.9063,11.470017963959
"9233",-120.09,37,11,3761,675,2374,673,3.4598,11.2198957861919
"9236",-120.09,37.02,9,1608,297,1057,295,3.7143,11.3095845409522
"9238",-120.02,36.95,25,2115,482,1976,474,1.8431,10.8948857568971
"9240",-119.85,36.97,13,2872,477,1607,481,4.475,11.5366419915875
"9243",-120.07,36.98,12,1790,379,1399,397,2.5388,10.9954108530534
"9246",-120.05,36.97,20,2029,427,983,401,1.8444,10.7600282800045
"9247",-120.06,36.97,38,1542,364,1220,334,1.625,10.8742664696944
"9248",-120.07,36.97,28,1563,403,1564,408,1.5662,10.77895628989
"9251",-120.1,36.96,20,2100,317,910,274,4.8187,11.4175152801656
"9252",-120.09,36.95,16,3222,511,1425,503,4.1544,11.6902344799406
"9254",-120.08,36.95,41,1164,211,476,171,2.4196,11.1662008518847
"9257",-120.05,36.96,37,1000,261,1092,233,1.4267,10.864751650053
"9258",-120.05,36.95,31,696,254,913,248,1.4,10.8685684485797
"9259",-120.06,36.96,44,1288,295,723,287,1.6534,11.0251651141352
"9260",-120.07,36.96,42,963,216,471,211,2.2898,11.0989240258398
"9262",-120.04,36.97,20,2129,526,1845,522,1.8973,10.8512769514697
"9263",-120.04,36.96,23,2126,506,2091,491,1.3713,10.8551454282476
"9266",-119.81,36.92,14,4795,710,2047,640,4.665,11.7060220949321
"9267",-119.98,36.86,31,2366,482,1933,433,3.0234,11.0821425488778
"9268",-120.13,36.87,32,2089,468,1765,427,2.234,11.0300392098935
"9272",-122.62,38.15,14,2259,341,1127,346,6.4092,12.7215872587823
"9273",-122.59,38.13,20,1589,231,601,224,5.3755,12.5807348444833
"9274",-122.58,38.15,9,1302,177,682,190,7.5,12.9556001595262
"9275",-122.57,38.11,24,2863,734,1583,682,3.1981,12.2797876833525
"9278",-122.58,38.12,13,5027,871,1912,770,4.9286,12.6427133711068
"9279",-122.6,38.11,19,1752,328,873,336,3.8068,12.2140408151794
"9280",-122.6,38.11,23,8642,1294,3594,1253,5.3962,12.6165252951494
"9281",-122.65,38.11,21,3891,616,1968,632,5.5524,12.5396836498704
"9282",-122.61,38.09,18,6205,821,2311,756,6.9081,12.8177385842222
"9283",-122.58,38.1,22,11872,2300,5600,2200,4.6463,12.5292425109115
"9285",-122.55,38.07,5,1495,235,555,201,6.7232,12.7512996960135
"9286",-122.56,38.09,17,9614,2123,4684,2060,4.1705,12.2539099749443
"9290",-122.51,38.06,24,9493,1935,5162,1880,3.0742,11.6851966859107
"9293",-122.45,38.01,36,4501,832,2196,800,4.3182,12.4399582933763
"9294",-122.53,38.01,27,3121,531,1318,489,5.4781,12.6472265960468
"9295",-122.51,38,17,2449,536,1157,543,3.9519,12.5216130461104
